1,4,10,2,20,U,1,69.2
2,4,10,2,20,S,1,98.5,0,1,1,1
3,4,10,2,20,U,1,188.0
4,4,10,2,20,S,1,43.8,1,0,0,0
5,4,10,2,20,S,1,22.0,0,0,1,1
6,4,10,2,20,S,1,169.5,1,1,0,1
7,4,10,2,20,S,1,12.0,0,0,0,0
8,4,10,2,20,U,1,64.2
9,4,10,2,20,U,1,65.2
10,4,10,2,20,U,1,63.2
11,8,16,2,32,U,1,1563.5
12,8,16,2,32,U,1,1338.8
13,8,16,2,32,S,1,797.8,1,0,0,0,1,0,1,0
14,8,16,2,32,S,1,440.0,0,1,0,0,1,1,1,1
15,8,16,2,32,U,1,1594.8
16,8,16,2,32,U,1,1293.5
17,8,16,2,32,S,1,648.8,1,0,0,0,0,0,1,0
18,8,16,2,32,U,1,1139.8
19,8,16,2,32,S,1,474.0,0,1,0,0,0,1,1,0
20,8,16,2,32,S,1,804.8,1,0,1,0,1,1,1,1
21,12,24,2,48,S,1,2473.0,0,0,0,1,1,0,1,0,1,1,0,1
22,12,24,2,48,S,1,205.2,0,0,0,0,0,0,0,1,1,1,0,0
23,12,24,2,48,U,1,22882.2
24,12,24,2,48,U,1,22074.5
25,12,24,2,48,S,1,1170.8,0,0,0,0,1,1,0,1,1,1,1,0
26,12,24,2,48,U,1,23201.8
27,12,24,2,48,U,1,21484.2
28,12,24,2,48,S,1,19919.8,1,0,1,0,1,0,0,0,0,1,1,1
29,12,24,2,48,U,1,24216.2
30,12,24,2,48,S,1,5843.2,0,0,1,1,0,1,1,1,1,1,1,0
31,16,32,2,64,S,1,24955.2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
32,16,32,2,64,U,1,399237.2
33,16,32,2,64,S,1,130881.0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1
34,16,32,2,64,S,1,135301.2,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1
35,16,32,2,64,U,1,380800.0
36,16,32,2,64,S,1,128399.5,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1
37,16,32,2,64,U,1,400963.5
38,16,32,2,64,U,1,480073.5
39,16,32,2,64,S,1,284915.5,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0
40,16,32,2,64,U,1,411024.2
41,18,36,2,72,U,1,1706364.8
42,18,36,2,72,U,1,1798810.0
43,18,36,2,72,U,1,1662108.8
44,18,36,2,72,U,1,1590382.2
45,18,36,2,72,U,1,1583296.0
46,18,36,2,72,U,1,1713329.2
47,18,36,2,72,U,1,1652403.8
48,18,36,2,72,S,1,1572920.0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
49,18,36,2,72,U,1,1686906.0
50,18,36,2,72,S,1,309703.0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
kSAT,Elsolver,50,22,28,50,50